user_id,course_id,interaction_type,rating_given
U717,C266,Enrolled,1.8
U171,C320,Viewed,3.2
U975,C87,Completed,3.7
U480,C165,Viewed,2.2
U646,C112,Enrolled,3.3
U977,C6,Enrolled,3.3
U812,C376,Completed,1.4
U274,C172,Enrolled,2.1
U695,C338,Enrolled,2.9
U663,C107,Completed,3.7
U855,C371,Enrolled,2.5
U627,C432,Completed,2.8
U221,C256,Viewed,2.1
U700,C159,Viewed,5.0
U571,C354,Enrolled,4.8
U321,C464,Enrolled,2.8
U62,C434,Viewed,1.9
U333,C489,Completed,3.1
U205,C224,Completed,1.7
U478,C73,Viewed,4.3
U900,C54,Enrolled,2.1
U896,C241,Completed,1.8
U732,C458,Viewed,3.9
U843,C257,Completed,2.4
U409,C41,Completed,1.3
U631,C68,Enrolled,2.0
U616,C112,Completed,4.8
U973,C411,Viewed,4.8
U250,C160,Enrolled,1.6
U752,C479,Enrolled,2.0
U513,C250,Enrolled,4.5
U184,C469,Completed,4.4
U80,C349,Completed,3.8
U370,C99,Enrolled,3.5
U179,C279,Enrolled,2.2
U821,C23,Viewed,2.3
U709,C327,Completed,2.7
U957,C187,Enrolled,3.5
U937,C478,Completed,2.9
U318,C21,Completed,2.2
U637,C287,Completed,2.7
U917,C357,Viewed,4.4
U158,C265,Enrolled,1.3
U778,C60,Completed,4.9
U481,C126,Completed,4.0
U873,C465,Enrolled,2.4
U255,C215,Viewed,1.6
U295,C28,Enrolled,2.6
U845,C326,Enrolled,1.1
U630,C156,Viewed,2.7
U263,C246,Viewed,1.2
U36,C277,Enrolled,1.1
U477,C212,Enrolled,2.8
U253,C83,Enrolled,1.5
U721,C124,Enrolled,3.6
U209,C443,Enrolled,1.4
U734,C246,Viewed,3.5
U444,C486,Completed,3.5
U536,C372,Enrolled,1.4
U283,C399,Enrolled,4.3
U786,C376,Enrolled,2.0
U761,C389,Enrolled,4.9
U502,C359,Viewed,2.3
U960,C351,Enrolled,2.8
U1000,C460,Viewed,1.2
U113,C423,Enrolled,3.9
U588,C150,Enrolled,4.4
U443,C417,Completed,2.8
U552,C124,Enrolled,4.0
U45,C401,Viewed,1.8
U139,C486,Completed,2.3
U780,C275,Viewed,4.8
U492,C33,Completed,2.3
U47,C231,Enrolled,3.7
U271,C34,Completed,4.7
U584,C40,Completed,4.8
U162,C62,Viewed,3.2
U944,C406,Enrolled,4.8
U188,C372,Completed,1.1
U287,C159,Viewed,3.0
U18,C92,Viewed,3.8
U52,C200,Enrolled,1.3
U760,C297,Viewed,1.6
U888,C272,Viewed,1.6
U610,C4,Enrolled,3.2
U28,C112,Completed,2.4
U807,C15,Completed,3.6
U912,C399,Enrolled,3.4
U756,C88,Completed,2.6
U722,C314,Viewed,4.5
U601,C228,Completed,3.6
U623,C185,Viewed,3.4
U13,C399,Completed,1.4
U91,C328,Enrolled,3.8
U910,C251,Completed,1.3
U211,C231,Enrolled,4.8
U548,C90,Viewed,2.3
U342,C68,Viewed,3.5
U703,C335,Viewed,4.0
U689,C5,Enrolled,1.8
U416,C6,Enrolled,4.1
U573,C485,Viewed,1.7
U412,C52,Enrolled,1.9
U203,C319,Viewed,4.5
U475,C65,Completed,3.7
U195,C293,Viewed,1.3
U280,C359,Completed,3.9
U625,C312,Viewed,4.6
U859,C195,Viewed,2.1
U913,C371,Enrolled,2.8
U144,C387,Viewed,4.8
U571,C283,Enrolled,1.1
U37,C29,Completed,4.3
U557,C8,Completed,2.2
U455,C346,Completed,1.1
U754,C362,Viewed,3.8
U418,C67,Viewed,1.9
U384,C315,Enrolled,2.2
U170,C255,Viewed,3.8
U414,C433,Viewed,2.8
U960,C422,Viewed,3.5
U139,C183,Enrolled,4.7
U646,C50,Completed,1.1
U301,C49,Completed,3.5
U383,C155,Completed,3.9
U348,C265,Enrolled,1.9
U949,C440,Completed,4.5
U573,C494,Completed,3.2
U402,C216,Enrolled,2.2
U705,C113,Enrolled,1.2
U278,C263,Enrolled,2.2
U636,C85,Enrolled,4.2
U852,C176,Enrolled,4.6
U390,C121,Viewed,1.2
U752,C102,Completed,1.4
U695,C181,Enrolled,4.9
U804,C207,Completed,3.4
U878,C14,Viewed,3.8
U836,C62,Enrolled,2.8
U881,C231,Completed,3.0
U147,C149,Viewed,3.0
U280,C31,Completed,1.8
U16,C450,Enrolled,2.3
U949,C438,Enrolled,3.0
U449,C113,Completed,1.0
U815,C73,Completed,3.8
U409,C408,Viewed,3.4
U799,C367,Completed,1.0
U662,C129,Enrolled,1.5
U429,C361,Enrolled,2.2
U71,C230,Completed,3.9
U481,C96,Viewed,4.7
U794,C107,Enrolled,2.0
U853,C11,Completed,3.9
U287,C365,Enrolled,4.9
U800,C432,Completed,1.8
U169,C120,Enrolled,4.5
U162,C298,Viewed,1.4
U668,C377,Viewed,1.3
U796,C53,Enrolled,3.2
U819,C292,Enrolled,4.1
U983,C287,Viewed,3.7
U768,C32,Enrolled,4.6
U17,C331,Completed,1.7
U131,C389,Viewed,1.9
U816,C495,Enrolled,3.6
U521,C366,Completed,4.0
U414,C291,Completed,3.3
U367,C341,Enrolled,2.9
U172,C323,Completed,1.0
U880,C457,Enrolled,3.6
U799,C183,Completed,3.2
U237,C362,Viewed,3.7
U855,C429,Viewed,3.7
U718,C290,Viewed,4.0
U768,C312,Enrolled,1.6
U301,C248,Viewed,3.9
U85,C196,Completed,3.5
U325,C452,Viewed,4.1
U702,C173,Enrolled,1.6
U416,C432,Viewed,3.0
U594,C444,Viewed,4.8
U164,C19,Enrolled,3.8
U829,C133,Viewed,1.5
U937,C292,Viewed,3.3
U851,C140,Viewed,1.5
U59,C427,Viewed,3.2
U385,C390,Completed,1.9
U808,C185,Enrolled,3.1
U951,C185,Completed,3.5
U309,C471,Viewed,4.8
U310,C298,Enrolled,4.8
U491,C396,Enrolled,1.7
U673,C266,Enrolled,4.0
U435,C207,Enrolled,3.3
U581,C263,Enrolled,4.2
U818,C135,Completed,4.0
U673,C35,Completed,2.3
U221,C264,Enrolled,1.7
U987,C294,Enrolled,3.3
U962,C181,Enrolled,1.9
U761,C104,Completed,4.8
U571,C136,Viewed,2.1
U531,C489,Viewed,2.2
U91,C328,Viewed,1.4
U592,C370,Enrolled,3.3
U762,C196,Completed,5.0
U860,C55,Viewed,1.8
U866,C217,Enrolled,2.9
U993,C433,Enrolled,4.3
U992,C9,Enrolled,2.1
U522,C178,Viewed,5.0
U560,C402,Enrolled,1.7
U504,C64,Completed,4.3
U123,C392,Enrolled,3.3
U832,C144,Viewed,1.3
U343,C109,Viewed,2.1
U637,C233,Completed,1.8
U287,C319,Completed,2.3
U488,C252,Enrolled,4.7
U432,C109,Completed,2.7
U539,C13,Viewed,3.2
U644,C374,Completed,1.3
U867,C123,Viewed,3.1
U130,C182,Completed,2.0
U624,C20,Enrolled,3.7
U145,C229,Completed,4.6
U90,C332,Viewed,4.4
U492,C307,Viewed,1.5
U586,C379,Viewed,3.3
U769,C212,Completed,4.4
U270,C428,Viewed,3.6
U55,C319,Viewed,4.6
U763,C230,Completed,2.7
U410,C399,Viewed,3.9
U535,C377,Enrolled,3.5
U680,C128,Viewed,4.7
U405,C135,Viewed,3.4
U760,C123,Completed,4.6
U458,C88,Viewed,2.2
U950,C163,Completed,4.7
U812,C71,Viewed,3.1
U103,C350,Viewed,3.8
U937,C368,Viewed,4.4
U894,C131,Enrolled,1.7
U525,C413,Enrolled,3.1
U778,C38,Viewed,1.3
U458,C282,Enrolled,1.3
U156,C302,Viewed,3.1
U145,C228,Viewed,2.4
U349,C334,Viewed,4.7
U401,C192,Viewed,4.2
U56,C364,Viewed,1.7
U679,C258,Enrolled,4.4
U634,C116,Enrolled,4.7
U940,C252,Completed,2.5
U355,C135,Enrolled,4.0
U19,C309,Viewed,1.1
U139,C38,Viewed,4.6
U292,C73,Completed,4.9
U107,C91,Completed,2.0
U292,C361,Enrolled,5.0
U628,C120,Completed,2.9
U685,C148,Completed,2.7
U790,C223,Viewed,2.0
U55,C233,Viewed,4.9
U565,C252,Completed,3.0
U858,C163,Viewed,4.4
U31,C224,Viewed,2.2
U296,C26,Enrolled,1.7
U341,C86,Completed,3.7
U218,C450,Completed,2.9
U995,C78,Viewed,4.8
U377,C71,Viewed,1.7
U306,C216,Completed,4.0
U301,C388,Enrolled,2.3
U966,C72,Enrolled,2.3
U968,C196,Viewed,2.4
U482,C341,Enrolled,3.8
U681,C36,Enrolled,4.6
U505,C349,Enrolled,1.1
U831,C231,Completed,4.2
U400,C329,Completed,4.0
U550,C219,Viewed,1.7
U865,C106,Viewed,1.5
U243,C351,Viewed,1.4
U225,C157,Enrolled,1.6
U589,C217,Viewed,4.3
U702,C394,Completed,3.8
U296,C40,Enrolled,4.2
U422,C492,Enrolled,3.3
U660,C377,Enrolled,2.9
U680,C266,Viewed,1.9
U953,C287,Enrolled,4.5
U230,C463,Viewed,2.1
U556,C289,Viewed,2.6
U967,C5,Enrolled,3.3
U255,C373,Viewed,4.0
U717,C8,Viewed,2.8
U610,C222,Viewed,1.6
U98,C417,Viewed,5.0
U412,C139,Completed,1.8
U460,C476,Viewed,1.5
U26,C402,Enrolled,2.2
U969,C146,Completed,2.3
U788,C426,Completed,1.4
U277,C337,Viewed,1.7
U489,C107,Enrolled,1.1
U721,C295,Completed,3.8
U334,C43,Enrolled,1.6
U948,C345,Completed,1.0
U400,C493,Viewed,2.6
U198,C42,Completed,4.3
U938,C498,Enrolled,4.0
U145,C489,Completed,2.2
U456,C1,Completed,4.4
U209,C89,Viewed,4.1
U185,C351,Viewed,3.1
U305,C239,Completed,2.3
U446,C224,Viewed,2.9
U471,C377,Completed,3.2
U100,C267,Viewed,4.4
U336,C94,Completed,3.5
U397,C195,Completed,2.0
U977,C209,Completed,4.1
U488,C433,Completed,4.9
U799,C188,Completed,1.5
U552,C414,Viewed,1.9
U70,C451,Completed,2.8
U678,C44,Enrolled,4.2
U528,C407,Viewed,4.7
U375,C225,Viewed,4.6
U119,C279,Completed,2.1
U146,C405,Viewed,2.6
U400,C272,Enrolled,2.9
U522,C212,Viewed,5.0
U439,C456,Completed,1.5
U57,C154,Viewed,1.8
U375,C380,Completed,2.2
U926,C140,Completed,2.2
U437,C247,Enrolled,3.6
U298,C336,Completed,3.9
U464,C289,Completed,2.4
U476,C261,Viewed,5.0
U745,C108,Completed,2.5
U464,C49,Viewed,3.8
U718,C197,Enrolled,2.8
U443,C267,Enrolled,1.9
U327,C285,Enrolled,1.6
U800,C500,Enrolled,1.0
U882,C346,Completed,4.3
U639,C343,Completed,3.3
U731,C169,Completed,3.5
U477,C25,Completed,4.9
U467,C221,Viewed,2.6
U359,C78,Completed,1.1
U746,C113,Viewed,1.0
U375,C161,Completed,4.7
U957,C372,Enrolled,4.9
U483,C296,Viewed,1.4
U899,C79,Viewed,4.6
U68,C428,Enrolled,3.7
U293,C385,Completed,1.3
U540,C281,Completed,4.9
U307,C329,Viewed,2.9
U25,C459,Viewed,1.6
U829,C393,Completed,4.8
U568,C379,Viewed,2.5
U947,C261,Completed,3.4
U30,C1,Viewed,3.4
U593,C26,Viewed,4.2
U828,C326,Enrolled,4.8
U690,C320,Completed,2.1
U913,C364,Viewed,2.9
U662,C433,Completed,1.8
U791,C334,Viewed,1.1
U628,C250,Completed,2.3
U87,C350,Enrolled,4.6
U127,C156,Enrolled,2.0
U634,C153,Viewed,3.3
U448,C92,Completed,3.3
U565,C133,Completed,3.8
U804,C350,Viewed,2.4
U925,C364,Enrolled,4.5
U92,C257,Enrolled,2.5
U446,C454,Viewed,3.9
U93,C29,Viewed,1.1
U130,C287,Enrolled,4.5
U820,C70,Viewed,1.9
U849,C142,Completed,3.0
U414,C32,Enrolled,3.2
U478,C290,Enrolled,3.0
U821,C473,Enrolled,2.6
U319,C293,Completed,3.3
U454,C215,Viewed,2.7
U492,C43,Viewed,4.2
U904,C28,Completed,2.7
U955,C266,Enrolled,4.5
U742,C498,Viewed,5.0
U417,C295,Completed,2.7
U750,C460,Viewed,2.2
U847,C456,Enrolled,4.4
U829,C211,Viewed,3.5
U24,C496,Completed,4.0
U710,C323,Viewed,1.8
U630,C112,Enrolled,4.0
U241,C185,Completed,2.4
U36,C80,Viewed,2.4
U883,C359,Viewed,4.7
U144,C241,Completed,3.2
U231,C288,Completed,4.1
U967,C419,Enrolled,4.7
U136,C409,Viewed,2.2
U215,C93,Viewed,1.5
U864,C7,Viewed,2.1
U324,C214,Viewed,2.2
U364,C323,Enrolled,4.5
U568,C100,Enrolled,4.3
U746,C95,Completed,3.4
U135,C181,Enrolled,2.2
U66,C219,Enrolled,4.3
U579,C417,Completed,1.3
U430,C303,Viewed,2.2
U341,C51,Enrolled,4.0
U708,C483,Completed,4.8
U667,C328,Enrolled,4.4
U7,C374,Completed,2.9
U463,C50,Enrolled,2.6
U387,C316,Enrolled,4.7
U305,C239,Completed,2.2
U376,C444,Completed,1.2
U436,C228,Viewed,2.6
U937,C92,Viewed,3.1
U517,C372,Completed,3.3
U801,C294,Enrolled,2.7
U458,C440,Completed,2.0
U347,C419,Enrolled,4.1
U766,C316,Enrolled,4.2
U67,C464,Viewed,2.6
U940,C371,Completed,1.4
U674,C451,Enrolled,1.1
U244,C402,Viewed,1.1
U733,C342,Viewed,3.3
U135,C438,Enrolled,2.9
U579,C468,Enrolled,4.9
U80,C451,Enrolled,3.9
U627,C168,Enrolled,1.7
U616,C467,Viewed,3.5
U367,C109,Enrolled,2.9
U101,C248,Viewed,4.7
U225,C303,Enrolled,4.1
U546,C15,Viewed,4.1
U59,C219,Enrolled,1.5
U861,C418,Completed,4.1
U610,C467,Completed,3.2
U393,C476,Enrolled,4.2
U131,C13,Completed,4.6
U772,C275,Enrolled,2.7
U151,C158,Viewed,2.0
U203,C385,Enrolled,2.9
U174,C414,Viewed,3.3
U249,C129,Enrolled,1.4
U839,C331,Completed,2.1
U457,C123,Enrolled,2.4
U703,C351,Completed,4.8
U988,C250,Viewed,4.6
U304,C463,Viewed,2.0
U615,C234,Viewed,1.6
U688,C139,Completed,2.3
U678,C70,Viewed,3.9
U435,C345,Completed,1.3
U62,C180,Completed,4.2
U908,C8,Viewed,4.0
U952,C380,Enrolled,3.4
U106,C121,Completed,1.1
U523,C328,Viewed,1.1
U692,C352,Enrolled,4.0
U86,C124,Viewed,1.2
U449,C14,Enrolled,2.8
U652,C44,Completed,4.2
U730,C200,Completed,1.0
U203,C262,Completed,1.6
U319,C476,Viewed,2.9
U3,C81,Completed,2.4
U840,C348,Enrolled,1.1
U194,C32,Completed,3.6
U60,C293,Enrolled,4.2
U124,C63,Enrolled,3.8
U788,C482,Viewed,1.2
U341,C312,Enrolled,4.8
U919,C470,Enrolled,4.7
U276,C417,Completed,2.6
U658,C267,Viewed,1.0
U322,C119,Completed,3.1
U475,C65,Completed,3.2
U609,C66,Enrolled,1.3
U975,C298,Enrolled,2.0
U761,C473,Completed,3.1
U979,C230,Completed,3.0
U928,C423,Completed,3.4
U603,C241,Viewed,2.0
U234,C182,Viewed,2.5
U807,C205,Viewed,1.0
U416,C93,Enrolled,2.5
U270,C340,Viewed,4.4
U998,C310,Viewed,4.8
U930,C168,Completed,1.9
U841,C393,Completed,1.3
U880,C142,Enrolled,2.8
U855,C290,Enrolled,1.2
U643,C288,Enrolled,3.9
U719,C443,Enrolled,2.2
U971,C387,Completed,4.4
U111,C305,Viewed,4.9
U645,C278,Enrolled,1.8
U705,C21,Completed,2.8
U234,C29,Completed,2.3
U999,C220,Completed,4.0
U221,C481,Enrolled,2.0
U850,C371,Enrolled,4.8
U390,C323,Viewed,4.7
U513,C353,Viewed,3.8
U728,C359,Enrolled,4.7
U148,C262,Completed,4.3
U466,C482,Viewed,2.9
U518,C336,Viewed,3.6
U332,C266,Enrolled,1.9
U157,C412,Viewed,3.4
U152,C95,Viewed,4.0
U346,C191,Enrolled,4.3
U869,C54,Enrolled,2.3
U779,C468,Viewed,1.5
U365,C250,Completed,2.5
U103,C324,Enrolled,2.2
U629,C404,Enrolled,3.1
U120,C110,Viewed,1.8
U986,C139,Viewed,3.0
U635,C156,Viewed,1.5
U474,C218,Enrolled,4.4
U768,C399,Viewed,3.2
U592,C47,Completed,4.8
U333,C298,Completed,3.2
U591,C89,Viewed,4.6
U412,C348,Viewed,4.0
U345,C135,Viewed,4.8
U392,C312,Completed,4.6
U18,C408,Completed,2.9
U492,C273,Viewed,5.0
U711,C218,Enrolled,3.1
U30,C55,Completed,4.9
U713,C498,Completed,1.1
U742,C42,Enrolled,4.6
U292,C286,Completed,1.9
U736,C175,Enrolled,2.7
U501,C489,Viewed,1.5
U731,C196,Completed,1.2
U311,C226,Enrolled,1.3
U411,C498,Enrolled,1.9
U970,C336,Enrolled,4.4
U586,C492,Completed,1.7
U253,C64,Viewed,3.7
U158,C262,Enrolled,2.5
U346,C395,Completed,3.3
U33,C173,Viewed,3.3
U797,C385,Completed,1.0
U38,C243,Completed,4.1
U990,C100,Completed,4.2
U59,C232,Viewed,1.4
U737,C139,Enrolled,4.2
U677,C480,Completed,1.7
U768,C296,Viewed,3.6
U557,C105,Completed,3.6
U6,C52,Viewed,1.9
U994,C141,Enrolled,4.8
U134,C235,Enrolled,3.9
U180,C356,Viewed,3.9
U60,C172,Enrolled,4.6
U819,C189,Enrolled,2.7
U372,C104,Viewed,5.0
U277,C321,Viewed,4.3
U220,C252,Completed,4.6
U524,C2,Completed,4.4
U213,C123,Viewed,1.0
U236,C331,Completed,1.1
U825,C117,Enrolled,1.5
U482,C287,Viewed,4.5
U704,C384,Completed,4.0
U784,C119,Viewed,1.7
U920,C399,Completed,4.5
U956,C456,Completed,2.9
U902,C471,Enrolled,3.9
U520,C420,Completed,3.2
U885,C158,Viewed,1.8
U734,C12,Viewed,4.2
U995,C467,Viewed,4.4
U574,C184,Viewed,4.8
U168,C365,Viewed,3.9
U5,C36,Enrolled,3.9
U739,C314,Completed,3.0
U284,C298,Viewed,2.9
U818,C430,Viewed,2.3
U571,C323,Viewed,3.3
U422,C397,Viewed,3.2
U597,C123,Completed,4.6
U903,C2,Enrolled,3.6
U988,C240,Viewed,4.3
U965,C486,Enrolled,3.4
U672,C73,Viewed,4.3
U580,C86,Enrolled,4.2
U995,C174,Viewed,2.4
U989,C82,Viewed,4.4
U269,C314,Viewed,1.9
U861,C27,Viewed,4.3
U18,C133,Completed,3.4
U461,C230,Enrolled,2.5
U261,C455,Enrolled,3.4
U375,C20,Viewed,2.8
U753,C20,Viewed,2.7
U831,C250,Enrolled,1.6
U677,C481,Enrolled,3.8
U370,C249,Enrolled,1.2
U648,C358,Completed,3.3
U664,C150,Completed,2.2
U556,C113,Completed,1.1
U115,C109,Viewed,3.8
U182,C430,Completed,4.4
U779,C406,Enrolled,4.8
U435,C123,Completed,4.6
U800,C160,Enrolled,4.4
U294,C390,Viewed,3.9
U305,C499,Enrolled,2.8
U321,C204,Viewed,2.6
U574,C258,Completed,2.6
U213,C215,Completed,3.1
U52,C101,Completed,2.7
U111,C219,Completed,4.9
U259,C97,Enrolled,4.7
U433,C269,Completed,2.2
U451,C36,Enrolled,2.8
U647,C238,Viewed,1.3
U948,C88,Viewed,2.7
U553,C251,Enrolled,4.7
U700,C131,Enrolled,4.3
U691,C496,Completed,4.9
U202,C90,Viewed,4.4
U313,C385,Viewed,4.8
U690,C399,Enrolled,2.2
U276,C341,Completed,3.0
U642,C319,Enrolled,3.8
U363,C7,Completed,2.4
U127,C498,Viewed,1.8
U641,C283,Completed,4.2
U68,C426,Viewed,4.6
U35,C28,Completed,4.5
U434,C225,Completed,2.6
U232,C115,Enrolled,3.1
U671,C173,Completed,4.0
U735,C357,Viewed,3.5
U183,C480,Completed,2.2
U155,C153,Viewed,4.2
U982,C346,Completed,1.5
U87,C248,Completed,1.2
U769,C266,Enrolled,4.6
U725,C266,Enrolled,1.5
U972,C91,Enrolled,4.6
U606,C465,Enrolled,5.0
U829,C481,Completed,3.2
U522,C283,Enrolled,2.1
U446,C252,Viewed,2.0
U715,C261,Completed,1.7
U579,C412,Enrolled,2.5
U522,C253,Enrolled,2.8
U379,C313,Completed,2.2
U71,C387,Viewed,3.0
U131,C302,Viewed,4.2
U742,C335,Enrolled,2.3
U854,C49,Viewed,1.0
U14,C438,Completed,3.2
U578,C255,Enrolled,5.0
U71,C129,Enrolled,3.7
U686,C102,Enrolled,1.4
U656,C457,Enrolled,3.2
U737,C350,Completed,3.3
U43,C20,Completed,3.5
U700,C142,Viewed,1.2
U668,C456,Viewed,4.8
U417,C18,Viewed,5.0
U119,C266,Completed,1.3
U568,C185,Enrolled,2.7
U332,C347,Enrolled,4.3
U955,C473,Enrolled,2.5
U114,C303,Enrolled,4.8
U265,C250,Completed,3.0
U732,C436,Enrolled,1.3
U611,C489,Enrolled,4.9
U220,C326,Completed,1.3
U543,C446,Enrolled,4.9
U243,C424,Viewed,1.5
U23,C114,Enrolled,4.2
U955,C341,Completed,2.6
U575,C202,Completed,1.2
U162,C199,Enrolled,2.9
U591,C448,Viewed,1.9
U290,C82,Viewed,4.1
U143,C9,Enrolled,5.0
U676,C119,Completed,4.2
U559,C407,Completed,3.8
U10,C3,Enrolled,2.3
U661,C220,Viewed,4.1
U22,C45,Enrolled,1.3
U785,C131,Completed,4.0
U431,C221,Completed,4.1
U718,C183,Completed,2.6
U296,C396,Viewed,3.1
U83,C86,Completed,2.9
U621,C2,Viewed,2.1
U45,C415,Enrolled,3.6
U779,C494,Enrolled,3.0
U49,C206,Completed,4.4
U807,C280,Enrolled,2.5
U595,C249,Completed,1.2
U113,C450,Enrolled,4.5
U630,C428,Viewed,3.1
U579,C327,Completed,2.8
U40,C87,Viewed,4.9
U853,C390,Enrolled,3.2
U460,C405,Enrolled,1.7
U128,C98,Enrolled,3.0
U435,C175,Enrolled,2.2
U853,C291,Enrolled,1.9
U128,C61,Enrolled,3.0
U281,C68,Completed,2.4
U250,C34,Enrolled,4.8
U519,C224,Completed,3.5
U471,C380,Completed,2.6
U699,C264,Viewed,3.4
U306,C178,Viewed,3.4
U832,C70,Completed,2.8
U786,C101,Completed,1.2
U279,C348,Completed,3.4
U609,C52,Viewed,5.0
U204,C413,Enrolled,4.9
U402,C338,Viewed,4.4
U97,C430,Enrolled,3.2
U33,C386,Viewed,1.2
U447,C281,Completed,2.0
U509,C298,Enrolled,5.0
U410,C240,Completed,2.1
U391,C292,Enrolled,2.2
U509,C443,Enrolled,1.7
U618,C403,Enrolled,3.9
U524,C423,Viewed,2.6
U724,C422,Viewed,3.5
U636,C289,Enrolled,4.8
U166,C98,Viewed,2.3
U158,C88,Completed,1.9
U903,C403,Enrolled,4.6
U242,C308,Enrolled,4.8
U475,C234,Enrolled,2.8
U166,C448,Viewed,3.9
U665,C75,Enrolled,3.9
U996,C160,Completed,3.9
U949,C253,Completed,2.9
U645,C46,Viewed,4.3
U644,C498,Enrolled,2.4
U646,C244,Enrolled,2.7
U365,C498,Viewed,2.1
U500,C83,Completed,2.9
U124,C91,Viewed,1.1
U140,C147,Completed,2.8
U502,C411,Viewed,1.9
U233,C252,Completed,4.1
U872,C42,Viewed,1.1
U366,C196,Completed,3.2
U945,C322,Viewed,2.2
U825,C42,Enrolled,2.7
U953,C342,Enrolled,2.1
U701,C157,Viewed,4.8
U944,C425,Completed,4.6
U573,C477,Enrolled,3.2
U634,C277,Enrolled,3.8
U591,C129,Enrolled,4.2
U776,C435,Viewed,1.3
U985,C143,Viewed,4.5
U632,C332,Completed,4.5
U852,C222,Completed,1.3
U328,C59,Completed,4.1
U150,C215,Viewed,3.7
U336,C480,Viewed,3.7
U658,C161,Viewed,1.8
U693,C195,Enrolled,1.4
U162,C198,Enrolled,4.4
U738,C91,Completed,3.7
U663,C184,Viewed,4.1
U683,C83,Completed,4.7
U663,C452,Enrolled,2.7
U754,C131,Enrolled,4.0
U247,C300,Enrolled,4.8
U974,C59,Completed,1.8
U56,C257,Completed,4.7
U447,C3,Completed,2.3
U695,C188,Completed,3.6
U81,C469,Enrolled,1.2
U598,C204,Completed,2.5
U248,C140,Completed,1.1
U339,C188,Enrolled,4.3
U598,C416,Enrolled,3.6
U961,C457,Viewed,3.4
U176,C280,Viewed,1.7
U400,C342,Viewed,2.4
U255,C304,Viewed,4.7
U83,C291,Completed,1.3
U864,C164,Completed,4.3
U516,C410,Enrolled,2.3
U502,C48,Viewed,1.5
U774,C295,Enrolled,4.7
U596,C416,Enrolled,2.0
U141,C443,Viewed,4.2
U115,C121,Viewed,3.3
U811,C281,Enrolled,2.6
U744,C47,Viewed,1.8
U854,C133,Completed,2.5
U597,C90,Enrolled,1.0
U698,C341,Completed,4.5
U625,C325,Enrolled,3.6
U483,C171,Viewed,4.3
U370,C278,Enrolled,1.2
U132,C493,Enrolled,4.2
U721,C92,Completed,4.9
U835,C319,Enrolled,1.9
U239,C425,Enrolled,2.6
U37,C214,Viewed,3.6
U23,C369,Viewed,1.2
U991,C270,Completed,1.3
U488,C383,Viewed,1.0
U128,C453,Viewed,2.6
U492,C206,Viewed,4.2
U687,C217,Viewed,3.5
U417,C408,Viewed,1.6
U879,C48,Completed,2.0
U488,C488,Enrolled,1.8
U298,C144,Enrolled,1.7
U315,C409,Viewed,4.9
U148,C270,Completed,1.6
U9,C437,Completed,1.4
U780,C254,Enrolled,3.6
U51,C432,Enrolled,2.9
U810,C127,Completed,4.7
U111,C195,Completed,2.4
U233,C376,Enrolled,3.9
U22,C221,Completed,2.4
U172,C16,Completed,1.5
U87,C341,Enrolled,4.9
U246,C295,Completed,2.4
U382,C17,Viewed,4.0
U919,C49,Completed,2.5
U325,C391,Completed,2.5
U449,C84,Viewed,4.8
U901,C165,Enrolled,4.9
U368,C404,Viewed,4.0
U618,C31,Enrolled,2.4
U687,C455,Completed,3.4
U419,C359,Viewed,3.5
U379,C419,Enrolled,3.5
U786,C472,Viewed,4.3
U12,C68,Viewed,3.6
U475,C460,Enrolled,1.9
U337,C330,Enrolled,1.4
U170,C57,Enrolled,3.8
U272,C130,Viewed,1.4
U7,C4,Viewed,1.4
U385,C327,Completed,4.6
U506,C391,Enrolled,2.8
U954,C104,Enrolled,4.1
U70,C114,Completed,4.5
U471,C363,Enrolled,1.9
U290,C357,Enrolled,4.6
U44,C186,Viewed,3.1
U502,C142,Viewed,2.7
U231,C365,Enrolled,2.9
U225,C359,Completed,1.2
U653,C20,Completed,2.4
U730,C349,Enrolled,2.2
U203,C123,Viewed,3.6
U467,C489,Viewed,3.6
U151,C429,Viewed,5.0
U968,C113,Viewed,1.2
U247,C312,Viewed,1.0
U960,C406,Completed,2.5
U70,C381,Completed,4.6
U380,C158,Viewed,4.3
U247,C260,Enrolled,3.2
U294,C360,Completed,4.8
U778,C19,Completed,4.0
U844,C22,Viewed,1.4
U747,C209,Enrolled,2.5
U255,C258,Viewed,3.4
U468,C190,Completed,4.0
U779,C319,Viewed,1.6
U317,C485,Viewed,3.0
U927,C457,Enrolled,1.7
U191,C421,Completed,4.3
U788,C278,Enrolled,3.9
U83,C67,Enrolled,1.5
U509,C1,Viewed,2.6
U277,C121,Enrolled,3.8
U170,C44,Completed,3.8
U745,C331,Viewed,2.7
U859,C174,Viewed,2.6
U143,C393,Enrolled,2.6
U24,C5,Completed,1.7
U640,C290,Enrolled,4.4
U647,C149,Enrolled,2.0
U458,C22,Enrolled,3.6
U130,C298,Enrolled,1.2
U745,C214,Viewed,3.2
U744,C287,Completed,4.9
U455,C210,Enrolled,2.7
U408,C451,Viewed,4.7
U403,C270,Completed,1.1
U516,C256,Viewed,3.6
U12,C56,Completed,3.0
U86,C320,Enrolled,3.2
U126,C198,Enrolled,1.2
U502,C129,Completed,4.8
U603,C336,Completed,1.2
U10,C443,Completed,2.3
U779,C169,Completed,3.1
U746,C102,Viewed,2.1
U523,C5,Viewed,4.7
